timestamp,latitude,longitude,GHI_Wm2,T_ambient_C,Wind_speed_ms,Precip_mm,Cloud_cover_fraction,RH_percent
2024-01-01 00:00:00,11.0,77.0,,21.730133,1.7192394,,0.9545593,85.210884
2024-01-01 01:00:00,11.0,77.0,,21.619537,1.5432875,,0.9977722,87.41558
2024-01-01 02:00:00,11.0,77.0,,22.008698,2.4891381,,0.95355225,87.93847
2024-01-01 03:00:00,11.0,77.0,,22.398102,3.0828621,,0.9486084,86.44075
2024-01-01 04:00:00,11.0,77.0,,22.833405,3.1127617,,0.9884033,80.760994
2024-01-01 05:00:00,11.0,77.0,,23.699615,2.9681215,,0.99554443,74.031
2024-01-01 06:00:00,11.0,77.0,,26.92691,2.8193688,,0.9888916,62.165657
2024-01-01 07:00:00,11.0,77.0,,27.85147,2.5310543,,1.0,58.73551
2024-01-01 08:00:00,11.0,77.0,,28.84439,2.1358278,,1.0,54.483826
2024-01-01 09:00:00,11.0,77.0,,28.583405,2.2308028,,1.0,55.330917
2024-01-01 10:00:00,11.0,77.0,,28.016266,2.341459,,1.0,58.37848
2024-01-01 11:00:00,11.0,77.0,,27.949127,2.3973875,,0.9963989,58.217945
2024-01-01 12:00:00,11.0,77.0,,27.183746,2.1227255,,0.953949,60.565422
2024-01-01 13:00:00,11.0,77.0,,25.87564,1.8030611,,0.89553833,68.58891
2024-01-01 14:00:00,11.0,77.0,,25.312653,1.4323732,,0.9590454,71.34863
2024-01-01 15:00:00,11.0,77.0,,24.59732,0.8627136,,0.9911194,72.363976
2024-01-01 16:00:00,11.0,77.0,,23.742828,1.2068262,,0.99554443,73.9311
2024-01-01 17:00:00,11.0,77.0,,23.203522,1.4862684,,0.9670105,75.03208
2024-01-01 18:00:00,11.0,77.0,,23.28897,1.4913663,,0.94641113,73.521454
2024-01-01 19:00:00,11.0,77.0,,23.27945,1.9586201,,0.94937134,73.99857
2024-01-01 20:00:00,11.0,77.0,,22.407135,2.1163938,,0.8808594,80.08987
2024-01-01 21:00:00,11.0,77.0,,21.948395,1.7812239,,0.8624573,83.09026
2024-01-01 22:00:00,11.0,77.0,,21.368073,1.7629495,,0.63790894,85.47267
2024-01-01 23:00:00,11.0,77.0,,21.583649,1.4746188,,0.9067993,86.23153
2024-01-02 00:00:00,11.0,77.0,,21.96231,2.0497427,,0.8725586,86.48954
2024-01-02 01:00:00,11.0,77.0,,22.20279,2.0534897,,0.9412842,86.36849
2024-01-02 02:00:00,11.0,77.0,,22.162994,2.799072,,0.69363403,86.63966
2024-01-02 03:00:00,11.0,77.0,,22.514313,3.2345898,,0.8640442,83.711655
2024-01-02 04:00:00,11.0,77.0,,23.057281,3.5513263,,0.85946655,80.557755
2024-01-02 05:00:00,11.0,77.0,,23.761871,3.6358035,,0.89108276,77.549805
2024-01-02 06:00:00,11.0,77.0,,26.614655,3.6005695,,0.7232971,67.023575
2024-01-02 07:00:00,11.0,77.0,,27.426666,3.5291579,,0.7361145,63.050323
2024-01-02 08:00:00,11.0,77.0,,28.836334,3.390538,,0.86813354,57.3129
2024-01-02 09:00:00,11.0,77.0,,29.073639,3.003291,,0.7694092,55.874016
2024-01-02 10:00:00,11.0,77.0,,27.78775,2.9698088,,0.5827637,62.03454
2024-01-02 11:00:00,11.0,77.0,,27.629791,2.6050081,,0.70425415,61.825893
2024-01-02 12:00:00,11.0,77.0,,27.52945,1.8422493,,0.65005493,61.155033
2024-01-02 13:00:00,11.0,77.0,,26.469635,1.7315179,,0.6141052,66.98117
2024-01-02 14:00:00,11.0,77.0,,26.323639,1.6305157,,0.58807373,67.54127
2024-01-02 15:00:00,11.0,77.0,,24.65445,1.4120207,,0.7449951,72.841484
2024-01-02 16:00:00,11.0,77.0,,24.446686,1.2423238,,0.8463745,72.8562
2024-01-02 17:00:00,11.0,77.0,,23.812164,1.2832259,,0.65145874,74.95652
2024-01-02 18:00:00,11.0,77.0,,23.099274,1.4271098,,0.4028015,77.86245
2024-01-02 19:00:00,11.0,77.0,,23.011627,1.7037574,,0.30615234,79.204956
2024-01-02 20:00:00,11.0,77.0,,22.432526,1.7119448,,0.42834473,83.52105
2024-01-02 21:00:00,11.0,77.0,,22.39859,1.5792431,,0.83154297,85.21662
2024-01-02 22:00:00,11.0,77.0,,22.12735,1.8664896,,0.8817444,88.68623
2024-01-02 23:00:00,11.0,77.0,,22.001373,2.2211866,,0.9275818,91.6685
2024-01-03 00:00:00,11.0,77.0,,22.22696,1.8318431,,0.9067993,90.8631
2024-01-03 01:00:00,11.0,77.0,,22.26773,1.6055471,,0.8817444,91.325775
2024-01-03 02:00:00,11.0,77.0,,22.199615,2.371939,,0.8043518,91.00488
2024-01-03 03:00:00,11.0,77.0,,22.620514,3.2348592,,0.7006531,86.36935
2024-01-03 04:00:00,11.0,77.0,,23.1586,3.3515973,,0.8780823,81.4546
2024-01-03 05:00:00,11.0,77.0,,23.749176,3.2677627,,0.97787476,77.56321
2024-01-03 06:00:00,11.0,77.0,,26.425201,3.0509615,,1.0,66.96714
2024-01-03 07:00:00,11.0,77.0,,27.334625,2.937868,,0.9957886,62.55432
2024-01-03 08:00:00,11.0,77.0,,27.713531,2.8873367,,0.96273804,59.885643
2024-01-03 09:00:00,11.0,77.0,,27.824127,2.612458,,0.82806396,59.059067
2024-01-03 10:00:00,11.0,77.0,,27.287262,2.039813,,0.7141113,64.665146
2024-01-03 11:00:00,11.0,77.0,,27.71109,1.8541802,,0.6214905,62.22533
2024-01-03 12:00:00,11.0,77.0,,27.70523,1.0702395,,0.6283264,60.843834
2024-01-03 13:00:00,11.0,77.0,,27.067291,0.8585491,,0.7394409,65.00589
2024-01-03 14:00:00,11.0,77.0,,26.499176,0.6911895,,0.80288696,68.735855
2024-01-03 15:00:00,11.0,77.0,,25.001862,0.36179733,,0.8064575,75.66709
2024-01-03 16:00:00,11.0,77.0,,24.897858,0.60453117,,0.84365845,74.398
2024-01-03 17:00:00,11.0,77.0,,24.424225,0.99482304,,0.8115845,73.93696
2024-01-03 18:00:00,11.0,77.0,,24.288727,1.5439938,,0.822876,73.13846
2024-01-03 19:00:00,11.0,77.0,,24.10147,1.6999587,,0.6955261,73.05264
2024-01-03 20:00:00,11.0,77.0,,23.411285,1.917467,,0.569458,79.00157
2024-01-03 21:00:00,11.0,77.0,,23.202301,1.8030535,,0.601593,82.58239
2024-01-03 22:00:00,11.0,77.0,,22.786285,1.645283,,0.62371826,85.03804
2024-01-03 23:00:00,11.0,77.0,,22.936188,1.7075362,,0.74816895,85.81472
2024-01-04 00:00:00,11.0,77.0,,22.80777,1.7871863,,0.9126892,86.50448
2024-01-04 01:00:00,11.0,77.0,,22.69815,1.9244683,,0.9527893,88.10988
2024-01-04 02:00:00,11.0,77.0,,22.730621,2.0088828,,0.79800415,87.90084
2024-01-04 03:00:00,11.0,77.0,,22.440826,2.8125386,,0.67507935,89.62939
2024-01-04 04:00:00,11.0,77.0,,22.328278,3.127976,,0.61383057,90.89022
2024-01-04 05:00:00,11.0,77.0,,22.879303,3.2272618,,0.7635803,88.22316
2024-01-04 06:00:00,11.0,77.0,,25.626862,3.0903833,,0.88391113,75.92299
2024-01-04 07:00:00,11.0,77.0,,25.91861,3.0084271,,0.8847656,72.810394
2024-01-04 08:00:00,11.0,77.0,,26.53775,2.9649878,,0.91329956,69.42933
2024-01-04 09:00:00,11.0,77.0,,27.100006,3.021487,,0.9533081,65.91468
2024-01-04 10:00:00,11.0,77.0,,26.832428,2.6519818,,0.67944336,68.65237
2024-01-04 11:00:00,11.0,77.0,,27.059723,2.4984057,,0.72561646,68.13491
2024-01-04 12:00:00,11.0,77.0,,26.512848,1.9479539,,0.78222656,69.88183
2024-01-04 13:00:00,11.0,77.0,,26.163483,1.087707,,0.8407898,74.3724
2024-01-04 14:00:00,11.0,77.0,,25.981354,0.8902866,,0.98446655,75.77204
2024-01-04 15:00:00,11.0,77.0,,24.580719,0.8931501,,1.0,78.702415
2024-01-04 16:00:00,11.0,77.0,,24.20279,0.8984377,,1.0,81.79559
2024-01-04 17:00:00,11.0,77.0,,23.750885,0.8222137,,1.0,84.07329
2024-01-04 18:00:00,11.0,77.0,,23.446198,0.8686733,,1.0,86.73234
2024-01-04 19:00:00,11.0,77.0,,23.12613,0.8797916,,0.9963989,87.50822
2024-01-04 20:00:00,11.0,77.0,,22.620758,1.036905,,0.9963989,90.19488
2024-01-04 21:00:00,11.0,77.0,,22.257233,0.62799174,,1.0,90.74082
2024-01-04 22:00:00,11.0,77.0,,21.87857,0.76090485,,0.9963989,90.544655
2024-01-04 23:00:00,11.0,77.0,,22.00943,0.60151464,,0.9963989,89.90333
2024-01-05 00:00:00,11.0,77.0,,22.537506,0.75082797,,1.0,89.12858
2024-01-05 01:00:00,11.0,77.0,,22.368073,0.9303322,,0.9906006,88.903625
2024-01-05 02:00:00,11.0,77.0,,22.44522,0.93293804,,0.94592285,88.41568
2024-01-05 03:00:00,11.0,77.0,,22.616852,1.0772009,,0.8816223,90.70215
2024-01-05 04:00:00,11.0,77.0,,22.993317,1.4802147,,0.9397583,88.64001
2024-01-05 05:00:00,11.0,77.0,,23.09024,1.8358183,,0.93411255,88.592026
2024-01-05 06:00:00,11.0,77.0,,24.866364,2.0218146,,0.9706421,82.45775
2024-01-05 07:00:00,11.0,77.0,,25.01651,1.6825439,,1.0,81.89469
2024-01-05 08:00:00,11.0,77.0,,24.927399,1.3194246,,1.0,82.22791
2024-01-05 09:00:00,11.0,77.0,,25.328278,0.9897985,,0.96713257,79.84308
2024-01-05 10:00:00,11.0,77.0,,27.33487,1.3437203,,0.9605713,68.46551
2024-01-05 11:00:00,11.0,77.0,,27.464752,1.5376483,,0.963562,68.457886
2024-01-05 12:00:00,11.0,77.0,,27.20523,1.6413664,,0.7466736,70.11223
2024-01-05 13:00:00,11.0,77.0,,26.542145,1.3888774,,0.8736572,74.42261
2024-01-05 14:00:00,11.0,77.0,,26.053131,1.6919589,,0.8786316,76.958206
